415 ms ; init
10501954 ms ; SW2 ;has been pressed
10503520 ms ; SW2 ;has been pressed
10503703 ms ; SW1 ;has been pressed
10503909 ms ; SW3 ;has been pressed and the led UV has activate
10504035 ms ; SW4 ;has been pressed
10526697 ms ; SW2 ;has been pressed
10527205 ms ; SW2 ;has been pressed
10527351 ms ; SW2 ;has been pressed
10527614 ms ; SW2 ;has been pressed
10527744 ms ; SW2 ;has been pressed
10527927 ms ; SW2 ;has been pressed
11645826 ms ; SW3 ;has been pressed
11646471 ms ; SW3 ;has been pressed
11648676 ms ; SW2 ;has been pressed
11649088 ms ; SW1 ;has been pressed
11956048 ms ; SW2 ;has been pressed
11956255 ms ; SW1 ;has been pressed
11956557 ms ; SW1 ;has been pressed
11956882 ms ; SW1 ;has been pressed
11957190 ms ; SW1 ;has been pressed
11957346 ms ; SW2 ;has been pressed
11957468 ms ; SW1 ;has been pressed
11957659 ms ; SW2 ;has been pressed
11957934 ms ; SW1 ;has been pressed
11958178 ms ; SW1 ;has been pressed
11958440 ms ; SW1 ;has been pressed
11958673 ms ; SW1 ;has been pressed
11959747 ms ; SW4 ;has been pressed and the led UV has activate
11959969 ms ; SW3 ;has been pressed
11960155 ms ; SW3 ;has been pressed
11963922 ms ; SW3 ;has been pressed
11964281 ms ; SW3 ;has been pressed
11964693 ms ; SW3 ;has been pressed
11965064 ms ; SW4 ;has been pressed
11965186 ms ; SW4 ;has been pressed
11967079 ms ; SW2 ;has been pressed
11967214 ms ; SW2 ;has been pressed
11967520 ms ; SW1 ;has been pressed
11968229 ms ; SW3 ;has been pressed
11968635 ms ; SW3 ;has been pressed
11969323 ms ; SW4 ;has been pressed
11969373 ms ; SW3 ;has been pressed
11986992 ms ; SW4 ;has been pressed
11987931 ms ; SW2 ;has been pressed
11987959 ms ; SW4 ;has been pressed
11988388 ms ; SW4 ;has been pressed
11988410 ms ; SW2 ;has been pressed
11988861 ms ; SW2 ;has been pressed
11989328 ms ; SW4 ;has been pressed
11989450 ms ; SW4 ;has been pressed
12061219 ms ; SW3 ;has been pressed
12061651 ms ; SW4 ;has been pressed
12061720 ms ; SW3 ;has been pressed
12062126 ms ; SW4 ;has been pressed
12062147 ms ; SW3 ;has been pressed
12062533 ms ; SW4 ;has been pressed
12062655 ms ; SW4 ;has been pressed
12062681 ms ; SW3 ;has been pressed
12062996 ms ; SW4 ;has been pressed
12063118 ms ; SW4 ;has been pressed
12063192 ms ; SW3 ;has been pressed
12063787 ms ; SW4 ;has been pressed
12063907 ms ; SW4 ;has been pressed
12063929 ms ; SW3 ;has been pressed
12064287 ms ; SW4 ;has been pressed
12064410 ms ; SW4 ;has been pressed
12064532 ms ; SW4 ;has been pressed
12064553 ms ; SW3 ;has been pressed
12121070 ms ; SW1 ;has been pressed and the led UV has activate
12123175 ms ; SW2 ;has been pressed
12123756 ms ; SW2 ;has been pressed
12124603 ms ; SW2 ;has been pressed
12124724 ms ; SW3 ;has been pressed
12125657 ms ; SW2 ;has been pressed
12126357 ms ; SW2 ;has been pressed
12126382 ms ; SW4 ;has been pressed
12126905 ms ; SW4 ;has been pressed
12126926 ms ; SW2 ;has been pressed
12127181 ms ; SW2 ;has been pressed
12127327 ms ; SW2 ;has been pressed
12127620 ms ; SW1 ;has been pressed
12127646 ms ; SW3 ;has been pressed
12236509 ms ; SW4 ;has been pressed
12237534 ms ; SW4 ;has been pressed
12246812 ms ; SW3 ;has been pressed
12247189 ms ; SW4 ;has been pressed
12247444 ms ; SW4 ;has been pressed
12248964 ms ; SW1 ;has been pressed
13412358 ms ; SW2 ;has been pressed and the led UV has activate
13413045 ms ; SW2 ;has been pressed
13413188 ms ; SW3 ;has been pressed
13413451 ms ; SW3 ;has been pressed
13413893 ms ; SW1 ;has been pressed
13414259 ms ; SW4 ;has been pressed
13414281 ms ; SW1 ;has been pressed
13414670 ms ; SW4 ;has been pressed
13415632 ms ; SW1 ;has been pressed
13415734 ms ; SW3 ;has been pressed
13416043 ms ; SW2 ;has been pressed
13417030 ms ; SW2 ;has been pressed
13417782 ms ; SW3 ;has been pressed
13418318 ms ; SW1 ;has been pressed
13418340 ms ; SW2 ;has been pressed
13418361 ms ; SW3 ;has been pressed
13418668 ms ; SW3 ;has been pressed
13418689 ms ; SW2 ;has been pressed
13418851 ms ; SW3 ;has been pressed
13418974 ms ; SW2 ;has been pressed
13419143 ms ; SW3 ;has been pressed
13419277 ms ; SW1 ;has been pressed
13419398 ms ; SW3 ;has been pressed
13419789 ms ; SW1 ;has been pressed
13419982 ms ; SW1 ;has been pressed
13420104 ms ; SW3 ;has been pressed
13420126 ms ; SW4 ;has been pressed
13420394 ms ; SW2 ;has been pressed
13420416 ms ; SW3 ;has been pressed
13436785 ms ; SW1 ;has been pressed
13437829 ms ; SW2 ;has been pressed
13439488 ms ; SW2 ;has been pressed
13439619 ms ; SW2 ;has been pressed
13709114 ms ; SW3 ;has been pressed and the led UV has activate
13712693 ms ; SW3 ;has been pressed
13714607 ms ; SW1 ;has been pressed
13714991 ms ; SW2 ;has been pressed
13715866 ms ; SW3 ;has been pressed
13716511 ms ; SW4 ;has been pressed
13716803 ms ; SW4 ;has been pressed
13717166 ms ; SW4 ;has been pressed
13717286 ms ; SW4 ;has been pressed
13908907 ms ; SW1 ;has been pressed
13908975 ms ; SW4 ;has been pressed and the led UV has activate
13909452 ms ; SW2 ;has been pressed
13909716 ms ; SW3 ;has been pressed
13909957 ms ; SW2 ;has been pressed
13911269 ms ; SW4 ;has been pressed
13911290 ms ; SW1 ;has been pressed
13912221 ms ; SW3 ;has been pressed
14011841 ms ; SW2 ;has been pressed
14012362 ms ; SW2 ;has been pressed
14012673 ms ; SW2 ;has been pressed
14014433 ms ; SW1 ;has been pressed and the led UV has activate
14091106 ms ; SW1 ;has been pressed
14091646 ms ; SW2 ;has been pressed
14092124 ms ; SW3 ;has been pressed
14092690 ms ; SW3 ;has been pressed
14092717 ms ; SW4 ;has been pressed
14092838 ms ; SW4 ;has been pressed
14094939 ms ; SW2 ;has been pressed
14095572 ms ; SW1 ;has been pressed
14095733 ms ; SW2 ;has been pressed
14095865 ms ; SW2 ;has been pressed
14096032 ms ; SW1 ;has been pressed
14096306 ms ; SW3 ;has been pressed
14219298 ms ; SW2 ;has been pressed and the led UV has activate
14257940 ms ; SW1 ;has been pressed
14258229 ms ; SW1 ;has been pressed
14258675 ms ; SW2 ;has been pressed
14258796 ms ; SW2 ;has been pressed
14259026 ms ; SW2 ;has been pressed
14259337 ms ; SW2 ;has been pressed
14259963 ms ; SW3 ;has been pressed
14260222 ms ; SW3 ;has been pressed
14361829 ms ; SW1 ;has been pressed
14363265 ms ; SW1 ;has been pressed
14366203 ms ; SW1 ;has been pressed
14366771 ms ; SW1 ;has been pressed
14367137 ms ; SW2 ;has been pressed
14367293 ms ; SW2 ;has been pressed
14367473 ms ; SW2 ;has been pressed
14368191 ms ; SW3 ;has been pressed and the led UV has activate
14368413 ms ; SW3 ;has been pressed
14369030 ms ; SW4 ;has been pressed
14369262 ms ; SW4 ;has been pressed
14450355 ms ; SW1 ;has been pressed
14450702 ms ; SW2 ;has been pressed
14450723 ms ; SW1 ;has been pressed
14450968 ms ; SW1 ;has been pressed
14451226 ms ; SW4 ;has been pressed
14451589 ms ; SW2 ;has been pressed
14452148 ms ; SW2 ;has been pressed
14452545 ms ; SW2 ;has been pressed
14452595 ms ; SW4 ;has been pressed
14452717 ms ; SW4 ;has been pressed
14452838 ms ; SW2 ;has been pressed
14453342 ms ; SW4 ;has been pressed
14453473 ms ; SW4 ;has been pressed
14454103 ms ; SW3 ;has been pressed
14454488 ms ; SW3 ;has been pressed
14454521 ms ; SW4 ;has been pressed
14454743 ms ; SW3 ;has been pressed
14454769 ms ; SW4 ;has been pressed
14454990 ms ; SW3 ;has been pressed
14455012 ms ; SW4 ;has been pressed
14457296 ms ; SW1 ;has been pressed
14457776 ms ; SW2 ;has been pressed
14457797 ms ; SW1 ;has been pressed
14512471 ms ; SW1 ;has been pressed
14513673 ms ; SW4 ;has been pressed and the led UV has activate
14513900 ms ; SW4 ;has been pressed
15057009 ms ; SW4 ;has been pressed
15057253 ms ; SW4 ;has been pressed
15057823 ms ; SW3 ;has been pressed
15061171 ms ; SW1 ;has been pressed and the led UV has activate
15061517 ms ; SW1 ;has been pressed
15440676 ms ; SW2 ;has been pressed and the led UV has activate
15527475 ms ; SW4 ;has been pressed
15527597 ms ; SW4 ;has been pressed
15527618 ms ; SW3 ;has been pressed
15528408 ms ; SW2 ;has been pressed
15529079 ms ; SW1 ;has been pressed
16213791 ms ; SW2 ;has been pressed
16213915 ms ; SW2 ;has been pressed
16215427 ms ; SW2 ;has been pressed
16215972 ms ; SW2 ;has been pressed
16216082 ms ; SW3 ;has been pressed and the led UV has activate
16441522 ms ; SW4 ;has been pressed and the led UV has activate
16442005 ms ; SW3 ;has been pressed
16443566 ms ; SW3 ;has been pressed
16453414 ms ; SW2 ;has been pressed
16453934 ms ; SW2 ;has been pressed
16454180 ms ; SW2 ;has been pressed
16454833 ms ; SW2 ;has been pressed
16454973 ms ; SW2 ;has been pressed
16455095 ms ; SW2 ;has been pressed
16455265 ms ; SW4 ;has been pressed
16455286 ms ; SW1 ;has been pressed
16455408 ms ; SW4 ;has been pressed
16455434 ms ; SW3 ;has been pressed
17286255 ms ; SW3 ;has been pressed
17822889 ms ; SW2 ;has been pressed
17823754 ms ; SW4 ;has been pressed
17823775 ms ; SW1 ;has been pressed and the led UV has activate
17824098 ms ; SW2 ;has been pressed
17824220 ms ; SW2 ;has been pressed
17824745 ms ; SW1 ;has been pressed
17824836 ms ; SW4 ;has been pressed
17824958 ms ; SW4 ;has been pressed
17825281 ms ; SW2 ;has been pressed
17825302 ms ; SW3 ;has been pressed
17825556 ms ; SW4 ;has been pressed
17825614 ms ; SW1 ;has been pressed
17826571 ms ; SW4 ;has been pressed
17826694 ms ; SW4 ;has been pressed
17826816 ms ; SW3 ;has been pressed
17827224 ms ; SW1 ;has been pressed
17827246 ms ; SW4 ;has been pressed
17827367 ms ; SW4 ;has been pressed
17827389 ms ; SW3 ;has been pressed
17828047 ms ; SW3 ;has been pressed
17828166 ms ; SW4 ;has been pressed
17828451 ms ; SW4 ;has been pressed
17828574 ms ; SW2 ;has been pressed
17828595 ms ; SW1 ;has been pressed
17828747 ms ; SW2 ;has been pressed
17828771 ms ; SW3 ;has been pressed
17846135 ms ; SW4 ;has been pressed
17846562 ms ; SW3 ;has been pressed
17847030 ms ; SW2 ;has been pressed
17847155 ms ; SW2 ;has been pressed
17847493 ms ; SW1 ;has been pressed
17865016 ms ; SW2 ;has been pressed
17865250 ms ; SW3 ;has been pressed
17865484 ms ; SW1 ;has been pressed
17865968 ms ; SW2 ;has been pressed
17866217 ms ; SW3 ;has been pressed
17866392 ms ; SW1 ;has been pressed
17866596 ms ; SW4 ;has been pressed
17866865 ms ; SW2 ;has been pressed
17867336 ms ; SW1 ;has been pressed
17867641 ms ; SW4 ;has been pressed
17867964 ms ; SW1 ;has been pressed
17868587 ms ; SW1 ;has been pressed
17868896 ms ; SW2 ;has been pressed
17869030 ms ; SW2 ;has been pressed
17869280 ms ; SW3 ;has been pressed
17869645 ms ; SW4 ;has been pressed
17869923 ms ; SW2 ;has been pressed
17870045 ms ; SW2 ;has been pressed
17870428 ms ; SW1 ;has been pressed
17871028 ms ; SW2 ;has been pressed
17871260 ms ; SW4 ;has been pressed
17871382 ms ; SW4 ;has been pressed
17871606 ms ; SW2 ;has been pressed
17872108 ms ; SW3 ;has been pressed
17872396 ms ; SW1 ;has been pressed
17872927 ms ; SW2 ;has been pressed
17873080 ms ; SW3 ;has been pressed
17873481 ms ; SW1 ;has been pressed
17873790 ms ; SW2 ;has been pressed
17873912 ms ; SW4 ;has been pressed
17874324 ms ; SW3 ;has been pressed
17874477 ms ; SW1 ;has been pressed
17874737 ms ; SW4 ;has been pressed
17874859 ms ; SW4 ;has been pressed
18000431 ms ; 5 hours have passed
400 ms ; init
2301755 ms ; SW1 ;has been pressed and the led UV has activate
3310901 ms ; SW1 ;has been pressed
3311612 ms ; SW2 ;has been pressed and the led UV has activate
3312711 ms ; SW4 ;has been pressed
3312733 ms ; SW1 ;has been pressed
3312754 ms ; SW2 ;has been pressed
3312776 ms ; SW3 ;has been pressed
3313381 ms ; SW2 ;has been pressed
3313503 ms ; SW2 ;has been pressed
3313806 ms ; SW3 ;has been pressed
3313987 ms ; SW2 ;has been pressed
3314073 ms ; SW3 ;has been pressed
3314457 ms ; SW3 ;has been pressed
3314482 ms ; SW1 ;has been pressed
3314503 ms ; SW2 ;has been pressed
3479062 ms ; SW3 ;has been pressed and the led UV has activate
3479322 ms ; SW2 ;has been pressed
3479597 ms ; SW1 ;has been pressed
3479983 ms ; SW2 ;has been pressed
3480003 ms ; SW1 ;has been pressed
3480698 ms ; SW4 ;has been pressed
3480773 ms ; SW3 ;has been pressed
3480933 ms ; SW1 ;has been pressed
3481168 ms ; SW3 ;has been pressed
3481383 ms ; SW2 ;has been pressed
3485958 ms ; SW4 ;has been pressed
3486198 ms ; SW4 ;has been pressed
3486508 ms ; SW3 ;has been pressed
3487356 ms ; SW3 ;has been pressed
3490406 ms ; SW2 ;has been pressed
3771538 ms ; SW1 ;has been pressed
4027569 ms ; SW4 ;has been pressed and the led UV has activate
4600446 ms ; SW1 ;has been pressed and the led UV has activate
4679033 ms ; SW2 ;has been pressed
4679439 ms ; SW2 ;has been pressed
4680263 ms ; SW2 ;has been pressed
4680387 ms ; SW2 ;has been pressed
4680930 ms ; SW1 ;has been pressed
4681463 ms ; SW3 ;has been pressed
4682379 ms ; SW4 ;has been pressed
4739410 ms ; SW3 ;has been pressed
4739614 ms ; SW4 ;has been pressed
4739935 ms ; SW2 ;has been pressed and the led UV has activate
4740157 ms ; SW2 ;has been pressed
4740602 ms ; SW2 ;has been pressed
4741069 ms ; SW2 ;has been pressed
4742211 ms ; SW1 ;has been pressed
4936320 ms ; SW2 ;has been pressed
4937000 ms ; SW1 ;has been pressed
4938460 ms ; SW3 ;has been pressed and the led UV has activate
4938946 ms ; SW4 ;has been pressed
4939788 ms ; SW4 ;has been pressed
4941236 ms ; SW4 ;has been pressed
4944662 ms ; SW2 ;has been pressed
4944944 ms ; SW2 ;has been pressed
4945067 ms ; SW2 ;has been pressed
4945205 ms ; SW2 ;has been pressed
4945651 ms ; SW1 ;has been pressed
4945887 ms ; SW1 ;has been pressed
4946110 ms ; SW1 ;has been pressed
4947146 ms ; SW2 ;has been pressed
4947168 ms ; SW1 ;has been pressed
4947389 ms ; SW4 ;has been pressed
4947511 ms ; SW1 ;has been pressed
4947632 ms ; SW4 ;has been pressed
4947753 ms ; SW1 ;has been pressed
4947878 ms ; SW2 ;has been pressed
4947900 ms ; SW3 ;has been pressed
4948192 ms ; SW2 ;has been pressed
4948213 ms ; SW1 ;has been pressed
4948335 ms ; SW3 ;has been pressed
4948675 ms ; SW2 ;has been pressed
4948750 ms ; SW1 ;has been pressed
4949035 ms ; SW3 ;has been pressed
4949056 ms ; SW2 ;has been pressed
4949345 ms ; SW1 ;has been pressed
4949395 ms ; SW4 ;has been pressed
4951095 ms ; SW1 ;has been pressed
4951116 ms ; SW4 ;has been pressed
4951445 ms ; SW4 ;has been pressed
4951587 ms ; SW4 ;has been pressed
4951768 ms ; SW1 ;has been pressed
4951937 ms ; SW1 ;has been pressed
4952276 ms ; SW3 ;has been pressed
4952505 ms ; SW3 ;has been pressed
4952649 ms ; SW2 ;has been pressed
4952771 ms ; SW3 ;has been pressed
4952983 ms ; SW3 ;has been pressed
4953330 ms ; SW3 ;has been pressed
4955369 ms ; SW3 ;has been pressed
4955604 ms ; SW3 ;has been pressed
4955792 ms ; SW3 ;has been pressed
4955997 ms ; SW3 ;has been pressed
4956169 ms ; SW2 ;has been pressed
4956874 ms ; SW4 ;has been pressed
4957107 ms ; SW4 ;has been pressed
4957371 ms ; SW1 ;has been pressed
4957502 ms ; SW4 ;has been pressed
4957623 ms ; SW1 ;has been pressed
4957754 ms ; SW3 ;has been pressed
4958049 ms ; SW2 ;has been pressed
4958070 ms ; SW1 ;has been pressed
4958304 ms ; SW2 ;has been pressed
4958325 ms ; SW3 ;has been pressed
4958548 ms ; SW4 ;has been pressed
4958570 ms ; SW2 ;has been pressed
4958876 ms ; SW1 ;has been pressed
4958898 ms ; SW2 ;has been pressed
5001695 ms ; SW4 ;has been pressed
5002270 ms ; SW4 ;has been pressed
5002392 ms ; SW4 ;has been pressed
5002953 ms ; SW3 ;has been pressed
5003421 ms ; SW2 ;has been pressed
5004824 ms ; SW1 ;has been pressed
5104728 ms ; SW4 ;has been pressed and the led UV has activate
5104950 ms ; SW4 ;has been pressed
5105077 ms ; SW4 ;has been pressed
5105199 ms ; SW4 ;has been pressed
5105319 ms ; SW4 ;has been pressed
5105512 ms ; SW4 ;has been pressed
5106237 ms ; SW4 ;has been pressed
5106359 ms ; SW4 ;has been pressed
5106495 ms ; SW4 ;has been pressed
5106834 ms ; SW3 ;has been pressed
5107611 ms ; SW2 ;has been pressed
5108232 ms ; SW1 ;has been pressed
5114248 ms ; SW3 ;has been pressed
5114414 ms ; SW2 ;has been pressed
5114553 ms ; SW2 ;has been pressed
5115751 ms ; SW1 ;has been pressed
5148410 ms ; SW2 ;has been pressed
5148532 ms ; SW2 ;has been pressed
5148837 ms ; SW1 ;has been pressed
5149279 ms ; SW2 ;has been pressed
5149404 ms ; SW2 ;has been pressed
5150918 ms ; SW3 ;has been pressed
5157311 ms ; SW1 ;has been pressed
5157707 ms ; SW1 ;has been pressed
5158138 ms ; SW1 ;has been pressed
5182482 ms ; SW1 ;has been pressed
5183424 ms ; SW2 ;has been pressed
5184057 ms ; SW3 ;has been pressed
5184503 ms ; SW4 ;has been pressed
5241204 ms ; SW1 ;has been pressed and the led UV has activate
5242459 ms ; SW1 ;has been pressed
5242485 ms ; SW4 ;has been pressed
5242609 ms ; SW4 ;has been pressed
5242849 ms ; SW2 ;has been pressed
5242869 ms ; SW3 ;has been pressed
5243199 ms ; SW4 ;has been pressed
5243224 ms ; SW1 ;has been pressed
5372803 ms ; SW1 ;has been pressed
5373090 ms ; SW2 ;has been pressed and the led UV has activate
5373894 ms ; SW3 ;has been pressed
5374191 ms ; SW4 ;has been pressed
5374313 ms ; SW4 ;has been pressed
5439147 ms ; SW1 ;has been pressed
5446096 ms ; SW2 ;has been pressed
5448190 ms ; SW3 ;has been pressed
5449371 ms ; SW4 ;has been pressed
5449493 ms ; SW4 ;has been pressed
5466624 ms ; SW3 ;has been pressed and the led UV has activate
5467436 ms ; SW2 ;has been pressed
5467457 ms ; SW4 ;has been pressed
5467940 ms ; SW2 ;has been pressed
5467962 ms ; SW4 ;has been pressed
5468317 ms ; SW1 ;has been pressed
5468439 ms ; SW3 ;has been pressed
5468631 ms ; SW1 ;has been pressed
5468763 ms ; SW3 ;has been pressed
5468932 ms ; SW1 ;has been pressed
5469068 ms ; SW3 ;has been pressed
5469289 ms ; SW2 ;has been pressed
5469625 ms ; SW2 ;has been pressed
5470246 ms ; SW4 ;has been pressed
5470285 ms ; SW2 ;has been pressed
5473234 ms ; SW2 ;has been pressed
5473892 ms ; SW2 ;has been pressed
5474088 ms ; SW2 ;has been pressed
5474148 ms ; SW4 ;has been pressed
5474269 ms ; SW4 ;has been pressed
5474929 ms ; SW4 ;has been pressed
5475050 ms ; SW4 ;has been pressed
5475172 ms ; SW2 ;has been pressed
5477776 ms ; SW3 ;has been pressed
5478539 ms ; SW4 ;has been pressed
5478660 ms ; SW4 ;has been pressed
5479292 ms ; SW2 ;has been pressed
5479663 ms ; SW2 ;has been pressed
5479851 ms ; SW3 ;has been pressed
5480037 ms ; SW1 ;has been pressed
5480162 ms ; SW4 ;has been pressed
5480288 ms ; SW1 ;has been pressed
5480433 ms ; SW4 ;has been pressed
5480554 ms ; SW1 ;has been pressed
5480776 ms ; SW1 ;has been pressed
5480797 ms ; SW4 ;has been pressed
6257387 ms ; SW4 ;has been pressed and the led UV has activate
6257613 ms ; SW4 ;has been pressed
6257747 ms ; SW4 ;has been pressed
6257836 ms ; SW3 ;has been pressed
6469414 ms ; SW1 ;has been pressed and the led UV has activate
6469740 ms ; SW1 ;has been pressed
6470234 ms ; SW2 ;has been pressed
6470614 ms ; SW4 ;has been pressed
6470675 ms ; SW3 ;has been pressed
6471192 ms ; SW2 ;has been pressed
6471374 ms ; SW3 ;has been pressed
6471500 ms ; SW2 ;has been pressed
6471621 ms ; SW2 ;has been pressed
6471854 ms ; SW4 ;has been pressed
6472064 ms ; SW2 ;has been pressed
6472324 ms ; SW3 ;has been pressed
6472699 ms ; SW1 ;has been pressed
6472812 ms ; SW4 ;has been pressed
6473010 ms ; SW2 ;has been pressed
6473401 ms ; SW3 ;has been pressed
6473421 ms ; SW1 ;has been pressed
6478382 ms ; SW4 ;has been pressed
6478539 ms ; SW1 ;has been pressed
6478665 ms ; SW4 ;has been pressed
6478786 ms ; SW1 ;has been pressed
6478926 ms ; SW4 ;has been pressed
6479176 ms ; SW4 ;has been pressed
6479398 ms ; SW4 ;has been pressed
6479607 ms ; SW4 ;has been pressed
6479894 ms ; SW4 ;has been pressed
6480314 ms ; SW2 ;has been pressed
6480558 ms ; SW2 ;has been pressed
6480954 ms ; SW3 ;has been pressed
6780952 ms ; SW1 ;has been pressed
